TRGT_FUND_NBR,EFFTV_STRT_DT,EFFTV_END_DT,FUND_NBR,WGT_TYPE,TRGT_FUND_WGT
2603,1/1/2010,6/9/2010,2025,"MODEL",0.09227
2604,1/1/2010,6/9/2010,2025,"MODEL",0.06256
2600,1/1/2010,6/9/2010,2028,"MODEL",0.0078
2601,1/1/2010,6/9/2010,2028,"MODEL",0.01092
2602,1/1/2010,6/9/2010,2028,"MODEL",0.01326
2603,1/1/2010,6/9/2010,2028,"MODEL",0.01521
2604,1/1/2010,6/9/2010,2028,"MODEL",0.01872
2600,1/1/2010,6/9/2010,2029,"MODEL",0
2601,1/1/2010,6/9/2010,2029,"MODEL",0.016
2602,1/1/2010,6/9/2010,2029,"MODEL",0.028
2603,1/1/2010,6/9/2010,2029,"MODEL",0.038
2604,1/1/2010,6/9/2010,2029,"MODEL",0.048
2605,1/1/2010,1/4/2011,2010,"MODEL",0.03016
2606,1/1/2010,1/4/2011,2010,"MODEL",0.03536
2607,1/1/2010,1/4/2011,2010,"MODEL",0.04056
2608,1/1/2010,1/4/2011,2010,"MODEL",0.04576
2609,1/1/2010,1/4/2011,2010,"MODEL",0.0468
2605,1/1/2010,1/4/2011,2011,"MODEL",0.1421
2606,1/1/2010,1/4/2011,2011,"MODEL",0.1666
2607,1/1/2010,1/4/2011,2011,"MODEL",0.1911
2608,1/1/2010,1/4/2011,2011,"MODEL",0.2156
2609,1/1/2010,1/4/2011,2011,"MODEL",0.2205
2605,1/1/2010,1/4/2011,2012,"MODEL",0.08294
2606,1/1/2010,1/4/2011,2012,"MODEL",0.09724
2607,1/1/2010,1/4/2011,2012,"MODEL",0.11154
2608,1/1/2010,1/4/2011,2012,"MODEL",0.12584
2609,1/1/2010,1/4/2011,2012,"MODEL",0.1287
2605,1/1/2010,1/4/2011,2013,"MODEL",0.12441
2606,1/1/2010,1/4/2011,2013,"MODEL",0.14586
2607,1/1/2010,1/4/2011,2013,"MODEL",0.16731
2608,1/1/2010,1/4/2011,2013,"MODEL",0.18876
2609,1/1/2010,1/4/2011,2013,"MODEL",0.19305
2605,1/1/2010,1/4/2011,2014,"MODEL",0.2324
2606,1/1/2010,1/4/2011,2014,"MODEL",0.1682
2607,1/1/2010,1/4/2011,2014,"MODEL",0.108
2608,1/1/2010,1/4/2011,2014,"MODEL",0.0528
2609,1/1/2010,1/4/2011,2014,"MODEL",0.042
2605,1/1/2010,1/4/2011,2015,"MODEL",0
2606,1/1/2010,1/4/2011,2015,"MODEL",0
2607,1/1/2010,1/4/2011,2015,"MODEL",0
2608,1/1/2010,1/4/2011,2015,"MODEL",0
2609,1/1/2010,1/4/2011,2015,"MODEL",0
2605,1/1/2010,1/4/2011,2017,"MODEL",0.0609
2606,1/1/2010,1/4/2011,2017,"MODEL",0.0714
2607,1/1/2010,1/4/2011,2017,"MODEL",0.0819
2608,1/1/2010,1/4/2011,2017,"MODEL",0.0924
2609,1/1/2010,1/4/2011,2017,"MODEL",0.0945
2605,1/1/2010,1/4/2011,2019,"MODEL",0.0377
2606,1/1/2010,1/4/2011,2019,"MODEL",0.0442
2607,1/1/2010,1/4/2011,2019,"MODEL",0.0507
2608,1/1/2010,1/4/2011,2019,"MODEL",0.0572
2609,1/1/2010,1/4/2011,2019,"MODEL",0.0585
2605,1/1/2010,1/4/2011,2022,"MODEL",0.02262
2606,1/1/2010,1/4/2011,2022,"MODEL",0.02652
2607,1/1/2010,1/4/2011,2022,"MODEL",0.03042
2608,1/1/2010,1/4/2011,2022,"MODEL",0.03432
2609,1/1/2010,1/4/2011,2022,"MODEL",0.0351
2605,1/1/2010,1/4/2011,2023,"MODEL",0.05655
2606,1/1/2010,1/4/2011,2023,"MODEL",0.0663
2607,1/1/2010,1/4/2011,2023,"MODEL",0.07605
2608,1/1/2010,1/4/2011,2023,"MODEL",0.0858
2609,1/1/2010,1/4/2011,2023,"MODEL",0.08775
2605,1/1/2010,1/4/2011,2024,"MODEL",0.104
2606,1/1/2010,1/4/2011,2024,"MODEL",0.0938
2607,1/1/2010,1/4/2011,2024,"MODEL",0.0694
2608,1/1/2010,1/4/2011,2024,"MODEL",0.0352
2609,1/1/2010,1/4/2011,2024,"MODEL",0.028
2605,1/1/2010,1/4/2011,2025,"MODEL",0.0336
2606,1/1/2010,1/4/2011,2025,"MODEL",0.016
2607,1/1/2010,1/4/2011,2025,"MODEL",0.0026
2608,1/1/2010,1/4/2011,2025,"MODEL",0
2609,1/1/2010,1/4/2011,2025,"MODEL",0
2605,1/1/2010,1/4/2011,2028,"MODEL",0.02262
2606,1/1/2010,1/4/2011,2028,"MODEL",0.02652
2607,1/1/2010,1/4/2011,2028,"MODEL",0.03042
2608,1/1/2010,1/4/2011,2028,"MODEL",0.03432
2609,1/1/2010,1/4/2011,2028,"MODEL",0.0351
2605,1/1/2010,1/4/2011,2029,"MODEL",0.05
2606,1/1/2010,1/4/2011,2029,"MODEL",0.042
2607,1/1/2010,1/4/2011,2029,"MODEL",0.04
2608,1/1/2010,1/4/2011,2029,"MODEL",0.032
2609,1/1/2010,1/4/2011,2029,"MODEL",0.03
2600,1/1/2010,1/5/2011,2010,"FIRM",0.0104
2601,1/1/2010,1/5/2011,2010,"FIRM",0.01456
2602,1/1/2010,1/5/2011,2010,"FIRM",0.01768
2603,1/1/2010,1/5/2011,2010,"FIRM",0.02028
2604,1/1/2010,1/5/2011,2010,"FIRM",0.02496
2605,1/1/2010,1/5/2011,2010,"FIRM",0.03016
2606,1/1/2010,1/5/2011,2010,"FIRM",0.03536
2607,1/1/2010,1/5/2011,2010,"FIRM",0.04056
2608,1/1/2010,1/5/2011,2010,"FIRM",0.04576
2609,1/1/2010,1/5/2011,2010,"FIRM",0.0468
2600,1/1/2010,1/5/2011,2011,"FIRM",0.049
2601,1/1/2010,1/5/2011,2011,"FIRM",0.0686
2602,1/1/2010,1/5/2011,2011,"FIRM",0.0833
2603,1/1/2010,1/5/2011,2011,"FIRM",0.09555
2604,1/1/2010,1/5/2011,2011,"FIRM",0.1176
2605,1/1/2010,1/5/2011,2011,"FIRM",0.1421
2606,1/1/2010,1/5/2011,2011,"FIRM",0.1666
2607,1/1/2010,1/5/2011,2011,"FIRM",0.1911
2608,1/1/2010,1/5/2011,2011,"FIRM",0.2156
2609,1/1/2010,1/5/2011,2011,"FIRM",0.2205
2600,1/1/2010,1/5/2011,2012,"FIRM",0.0286
2601,1/1/2010,1/5/2011,2012,"FIRM",0.04004
2602,1/1/2010,1/5/2011,2012,"FIRM",0.04862
2603,1/1/2010,1/5/2011,2012,"FIRM",0.05577
2604,1/1/2010,1/5/2011,2012,"FIRM",0.06864
2605,1/1/2010,1/5/2011,2012,"FIRM",0.08294
2606,1/1/2010,1/5/2011,2012,"FIRM",0.09724
2607,1/1/2010,1/5/2011,2012,"FIRM",0.11154
2608,1/1/2010,1/5/2011,2012,"FIRM",0.12584
2609,1/1/2010,1/5/2011,2012,"FIRM",0.1287
2600,1/1/2010,1/5/2011,2013,"FIRM",0.0429
2601,1/1/2010,1/5/2011,2013,"FIRM",0.06006
2602,1/1/2010,1/5/2011,2013,"FIRM",0.07293
2603,1/1/2010,1/5/2011,2013,"FIRM",0.083655
2604,1/1/2010,1/5/2011,2013,"FIRM",0.10296
2605,1/1/2010,1/5/2011,2013,"FIRM",0.12441
2606,1/1/2010,1/5/2011,2013,"FIRM",0.14586
2607,1/1/2010,1/5/2011,2013,"FIRM",0.16731
2608,1/1/2010,1/5/2011,2013,"FIRM",0.18876
2609,1/1/2010,1/5/2011,2013,"FIRM",0.19305
2600,1/1/2010,1/5/2011,2014,"FIRM",0.3055
2601,1/1/2010,1/5/2011,2014,"FIRM",0.30174
2602,1/1/2010,1/5/2011,2014,"FIRM",0.29704
2603,1/1/2010,1/5/2011,2014,"FIRM",0.29106
2604,1/1/2010,1/5/2011,2014,"FIRM",0.25956
2605,1/1/2010,1/5/2011,2014,"FIRM",0.224
2606,1/1/2010,1/5/2011,2014,"FIRM",0.1682
2607,1/1/2010,1/5/2011,2014,"FIRM",0.108
2608,1/1/2010,1/5/2011,2014,"FIRM",0.0528
2609,1/1/2010,1/5/2011,2014,"FIRM",0.042
2600,1/1/2010,1/5/2011,2015,"FIRM",0.33
2601,1/1/2010,1/5/2011,2015,"FIRM",0.234
2602,1/1/2010,1/5/2011,2015,"FIRM",0.162
2603,1/1/2010,1/5/2011,2015,"FIRM",0.11
2604,1/1/2010,1/5/2011,2015,"FIRM",0.06
2605,1/1/2010,1/5/2011,2015,"FIRM",0.01
2606,1/1/2010,1/5/2011,2015,"FIRM",0
2607,1/1/2010,1/5/2011,2015,"FIRM",0
2608,1/1/2010,1/5/2011,2015,"FIRM",0
2609,1/1/2010,1/5/2011,2015,"FIRM",0
2600,1/1/2010,1/5/2011,2017,"FIRM",0.021
2601,1/1/2010,1/5/2011,2017,"FIRM",0.0294
2602,1/1/2010,1/5/2011,2017,"FIRM",0.0357
2603,1/1/2010,1/5/2011,2017,"FIRM",0.04095
2604,1/1/2010,1/5/2011,2017,"FIRM",0.0504
2605,1/1/2010,1/5/2011,2017,"FIRM",0.0609
2606,1/1/2010,1/5/2011,2017,"FIRM",0.0714
2607,1/1/2010,1/5/2011,2017,"FIRM",0.0819
2608,1/1/2010,1/5/2011,2017,"FIRM",0.0924
2609,1/1/2010,1/5/2011,2017,"FIRM",0.0945
2600,1/1/2010,1/5/2011,2019,"FIRM",0.013
2601,1/1/2010,1/5/2011,2019,"FIRM",0.0182
2602,1/1/2010,1/5/2011,2019,"FIRM",0.0221
2603,1/1/2010,1/5/2011,2019,"FIRM",0.02535
2604,1/1/2010,1/5/2011,2019,"FIRM",0.0312
2605,1/1/2010,1/5/2011,2019,"FIRM",0.0377
2606,1/1/2010,1/5/2011,2019,"FIRM",0.0442
2607,1/1/2010,1/5/2011,2019,"FIRM",0.0507
2608,1/1/2010,1/5/2011,2019,"FIRM",0.0572
2609,1/1/2010,1/5/2011,2019,"FIRM",0.0585
2600,1/1/2010,1/5/2011,2022,"FIRM",0.0078
2601,1/1/2010,1/5/2011,2022,"FIRM",0.01092
2602,1/1/2010,1/5/2011,2022,"FIRM",0.01326
2603,1/1/2010,1/5/2011,2022,"FIRM",0.01521
2604,1/1/2010,1/5/2011,2022,"FIRM",0.01872
2605,1/1/2010,1/5/2011,2022,"FIRM",0.02262
2606,1/1/2010,1/5/2011,2022,"FIRM",0.02652
2607,1/1/2010,1/5/2011,2022,"FIRM",0.03042
2608,1/1/2010,1/5/2011,2022,"FIRM",0.03432
2609,1/1/2010,1/5/2011,2022,"FIRM",0.0351
2600,1/1/2010,1/5/2011,2023,"FIRM",0.0195
2601,1/1/2010,1/5/2011,2023,"FIRM",0.0273
2602,1/1/2010,1/5/2011,2023,"FIRM",0.03315
2603,1/1/2010,1/5/2011,2023,"FIRM",0.038025
2604,1/1/2010,1/5/2011,2023,"FIRM",0.0468
2605,1/1/2010,1/5/2011,2023,"FIRM",0.05655
2606,1/1/2010,1/5/2011,2023,"FIRM",0.0663
2607,1/1/2010,1/5/2011,2023,"FIRM",0.07605
2608,1/1/2010,1/5/2011,2023,"FIRM",0.0858
2609,1/1/2010,1/5/2011,2023,"FIRM",0.08775
2600,1/1/2010,1/5/2011,2024,"FIRM",0.0235
2601,1/1/2010,1/5/2011,2024,"FIRM",0.04982
2602,1/1/2010,1/5/2011,2024,"FIRM",0.0752
2603,1/1/2010,1/5/2011,2024,"FIRM",0.08958
2604,1/1/2010,1/5/2011,2024,"FIRM",0.0984
2605,1/1/2010,1/5/2011,2024,"FIRM",0.104
2606,1/1/2010,1/5/2011,2024,"FIRM",0.0938
2607,1/1/2010,1/5/2011,2024,"FIRM",0.0694
2608,1/1/2010,1/5/2011,2024,"FIRM",0.0352
2609,1/1/2010,1/5/2011,2024,"FIRM",0.028
2600,1/1/2010,1/5/2011,2025,"FIRM",0.141
2601,1/1/2010,1/5/2011,2025,"FIRM",0.11844
2602,1/1/2010,1/5/2011,2025,"FIRM",0.09776
2603,1/1/2010,1/5/2011,2025,"FIRM",0.08136
2604,1/1/2010,1/5/2011,2025,"FIRM",0.05404
2605,1/1/2010,1/5/2011,2025,"FIRM",0.032
2606,1/1/2010,1/5/2011,2025,"FIRM",0.016
2607,1/1/2010,1/5/2011,2025,"FIRM",0.0026
2608,1/1/2010,1/5/2011,2025,"FIRM",0
2609,1/1/2010,1/5/2011,2025,"FIRM",0
2600,1/1/2010,1/5/2011,2028,"FIRM",0.0078
2601,1/1/2010,1/5/2011,2028,"FIRM",0.01092
2602,1/1/2010,1/5/2011,2028,"FIRM",0.01326
2603,1/1/2010,1/5/2011,2028,"FIRM",0.01521
2604,1/1/2010,1/5/2011,2028,"FIRM",0.01872
2605,1/1/2010,1/5/2011,2028,"FIRM",0.02262
2606,1/1/2010,1/5/2011,2028,"FIRM",0.02652
2607,1/1/2010,1/5/2011,2028,"FIRM",0.03042
2608,1/1/2010,1/5/2011,2028,"FIRM",0.03432
2609,1/1/2010,1/5/2011,2028,"FIRM",0.0351
2600,1/1/2010,1/5/2011,2029,"FIRM",0
2601,1/1/2010,1/5/2011,2029,"FIRM",0.016
2602,1/1/2010,1/5/2011,2029,"FIRM",0.028
2603,1/1/2010,1/5/2011,2029,"FIRM",0.038
2604,1/1/2010,1/5/2011,2029,"FIRM",0.048
2605,1/1/2010,1/5/2011,2029,"FIRM",0.05
2606,1/1/2010,1/5/2011,2029,"FIRM",0.042
2607,1/1/2010,1/5/2011,2029,"FIRM",0.04
2608,1/1/2010,1/5/2011,2029,"FIRM",0.032
2609,1/1/2010,1/5/2011,2029,"FIRM",0.03
2600,6/10/2010,1/4/2011,2010,"MODEL",0.0104
2601,6/10/2010,1/4/2011,2010,"MODEL",0.01456
2602,6/10/2010,1/4/2011,2010,"MODEL",0.01768
2603,6/10/2010,1/4/2011,2010,"MODEL",0.02028
2604,6/10/2010,1/4/2011,2010,"MODEL",0.02496
2600,6/10/2010,1/4/2011,2011,"MODEL",0.049
2601,6/10/2010,1/4/2011,2011,"MODEL",0.0686
2602,6/10/2010,1/4/2011,2011,"MODEL",0.0833
2603,6/10/2010,1/4/2011,2011,"MODEL",0.09555
2604,6/10/2010,1/4/2011,2011,"MODEL",0.1176
2600,6/10/2010,1/4/2011,2012,"MODEL",0.0286
2601,6/10/2010,1/4/2011,2012,"MODEL",0.04004
2602,6/10/2010,1/4/2011,2012,"MODEL",0.04862
2603,6/10/2010,1/4/2011,2012,"MODEL",0.05577
2604,6/10/2010,1/4/2011,2012,"MODEL",0.06864
2600,6/10/2010,1/4/2011,2013,"MODEL",0.0429
2601,6/10/2010,1/4/2011,2013,"MODEL",0.06006
2602,6/10/2010,1/4/2011,2013,"MODEL",0.07293
2603,6/10/2010,1/4/2011,2013,"MODEL",0.083655
2604,6/10/2010,1/4/2011,2013,"MODEL",0.10296
2600,6/10/2010,1/4/2011,2014,"MODEL",0.497078947368421
2601,6/10/2010,1/4/2011,2014,"MODEL",0.432937750632464
2602,6/10/2010,1/4/2011,2014,"MODEL",0.418881984034453
2603,6/10/2010,1/4/2011,2014,"MODEL",0.377044499239323
2604,6/10/2010,1/4/2011,2014,"MODEL",0.309314290429043
2600,6/10/2010,1/4/2011,2015,"MODEL",0.05
2601,6/10/2010,1/4/2011,2015,"MODEL",0.05
2600,6/10/2010,1/4/2011,2017,"MODEL",0.021
2601,6/10/2010,1/4/2011,2017,"MODEL",0.0294
2602,6/10/2010,1/4/2011,2017,"MODEL",0.0357
2603,6/10/2010,1/4/2011,2017,"MODEL",0.04095
2604,6/10/2010,1/4/2011,2017,"MODEL",0.0504
2600,6/10/2010,1/4/2011,2019,"MODEL",0.013
2601,6/10/2010,1/4/2011,2019,"MODEL",0.0182
2602,6/10/2010,1/4/2011,2019,"MODEL",0.0221
2603,6/10/2010,1/4/2011,2019,"MODEL",0.02535
2604,6/10/2010,1/4/2011,2019,"MODEL",0.0312
2600,6/10/2010,1/4/2011,2022,"MODEL",0.0078
2601,6/10/2010,1/4/2011,2022,"MODEL",0.01092
2602,6/10/2010,1/4/2011,2022,"MODEL",0.01326
2603,6/10/2010,1/4/2011,2022,"MODEL",0.01521
2604,6/10/2010,1/4/2011,2022,"MODEL",0.01872
2600,6/10/2010,1/4/2011,2023,"MODEL",0.0195
2601,6/10/2010,1/4/2011,2023,"MODEL",0.0273
2602,6/10/2010,1/4/2011,2023,"MODEL",0.03315
2603,6/10/2010,1/4/2011,2023,"MODEL",0.038025
2604,6/10/2010,1/4/2011,2023,"MODEL",0.0468
2600,6/10/2010,1/4/2011,2024,"MODEL",0.0235
2601,6/10/2010,1/4/2011,2024,"MODEL",0.04982
2602,6/10/2010,1/4/2011,2024,"MODEL",0.0752
2603,6/10/2010,1/4/2011,2024,"MODEL",0.08958
2604,6/10/2010,1/4/2011,2024,"MODEL",0.0984
2600,6/10/2010,1/4/2011,2025,"MODEL",0.229421052631579
2601,6/10/2010,1/4/2011,2025,"MODEL",0.171242249367536
2602,6/10/2010,1/4/2011,2025,"MODEL",0.137918015965547
2603,6/10/2010,1/4/2011,2025,"MODEL",0.105375500760677
2604,6/10/2010,1/4/2011,2025,"MODEL",0.064285709570957
2600,6/10/2010,1/4/2011,2028,"MODEL",0.0078
2601,6/10/2010,1/4/2011,2028,"MODEL",0.01092
2602,6/10/2010,1/4/2011,2028,"MODEL",0.01326
2603,6/10/2010,1/4/2011,2028,"MODEL",0.01521
2604,6/10/2010,1/4/2011,2028,"MODEL",0.01872
2600,6/10/2010,1/4/2011,2029,"MODEL",0
2601,6/10/2010,1/4/2011,2029,"MODEL",0.016
2602,6/10/2010,1/4/2011,2029,"MODEL",0.028
2603,6/10/2010,1/4/2011,2029,"MODEL",0.038
2604,6/10/2010,1/4/2011,2029,"MODEL",0.048
2600,1/5/2011,4/11/2011,2010,"MODEL",0.0104
2601,1/5/2011,4/11/2011,2010,"MODEL",0.01352
2602,1/5/2011,4/11/2011,2010,"MODEL",0.01716
2603,1/5/2011,4/11/2011,2010,"MODEL",0.01976
2604,1/5/2011,4/11/2011,2010,"MODEL",0.02392
2605,1/5/2011,4/11/2011,2010,"MODEL",0.02912
2606,1/5/2011,4/11/2011,2010,"MODEL",0.03432
2607,1/5/2011,4/11/2011,2010,"MODEL",0.03952
2608,1/5/2011,4/11/2011,2010,"MODEL",0.04472
2609,1/5/2011,4/11/2011,2010,"MODEL",0.0468
2600,1/5/2011,4/11/2011,2011,"MODEL",0.049
2601,1/5/2011,4/11/2011,2011,"MODEL",0.0637
2602,1/5/2011,4/11/2011,2011,"MODEL",0.08085
2603,1/5/2011,4/11/2011,2011,"MODEL",0.0931
2604,1/5/2011,4/11/2011,2011,"MODEL",0.1127
2605,1/5/2011,4/11/2011,2011,"MODEL",0.1372
2606,1/5/2011,4/11/2011,2011,"MODEL",0.1617
2607,1/5/2011,4/11/2011,2011,"MODEL",0.1862
2608,1/5/2011,4/11/2011,2011,"MODEL",0.2107
2609,1/5/2011,4/11/2011,2011,"MODEL",0.2205
2600,1/5/2011,4/11/2011,2012,"MODEL",0.0286
2601,1/5/2011,4/11/2011,2012,"MODEL",0.03718
2602,1/5/2011,4/11/2011,2012,"MODEL",0.04719
2603,1/5/2011,4/11/2011,2012,"MODEL",0.05434
2604,1/5/2011,4/11/2011,2012,"MODEL",0.06578
2605,1/5/2011,4/11/2011,2012,"MODEL",0.08008
2606,1/5/2011,4/11/2011,2012,"MODEL",0.09438
2607,1/5/2011,4/11/2011,2012,"MODEL",0.10868
2608,1/5/2011,4/11/2011,2012,"MODEL",0.12298
2609,1/5/2011,4/11/2011,2012,"MODEL",0.1287
2600,1/5/2011,4/11/2011,2013,"MODEL",0.0429
2601,1/5/2011,4/11/2011,2013,"MODEL",0.05577
2602,1/5/2011,4/11/2011,2013,"MODEL",0.070785
2603,1/5/2011,4/11/2011,2013,"MODEL",0.08151
2604,1/5/2011,4/11/2011,2013,"MODEL",0.09867
2605,1/5/2011,4/11/2011,2013,"MODEL",0.12012
2606,1/5/2011,4/11/2011,2013,"MODEL",0.14157
2607,1/5/2011,4/11/2011,2013,"MODEL",0.16302
2608,1/5/2011,4/11/2011,2013,"MODEL",0.18447
2609,1/5/2011,4/11/2011,2013,"MODEL",0.19305
2600,1/5/2011,4/11/2011,2014,"MODEL",0.497078947368421
2601,1/5/2011,4/11/2011,2014,"MODEL",0.448834261751728
2602,1/5/2011,4/11/2011,2014,"MODEL",0.420240071417272
2603,1/5/2011,4/11/2011,2014,"MODEL",0.385428976106845
2604,1/5/2011,4/11/2011,2014,"MODEL",0.324404570519618
2605,1/5/2011,4/11/2011,2014,"MODEL",0.2478
2606,1/5/2011,4/11/2011,2014,"MODEL",0.1804
2607,1/5/2011,4/11/2011,2014,"MODEL",0.12
2608,1/5/2011,4/11/2011,2014,"MODEL",0.0636
2609,1/5/2011,4/11/2011,2014,"MODEL",0.042
2600,1/5/2011,4/11/2011,2015,"MODEL",0.05
2601,1/5/2011,4/11/2011,2015,"MODEL",0.05
2602,1/5/2011,4/11/2011,2015,"MODEL",0.01
2603,1/5/2011,4/11/2011,2015,"MODEL",0
2604,1/5/2011,4/11/2011,2015,"MODEL",0
2605,1/5/2011,4/11/2011,2015,"MODEL",0
2606,1/5/2011,4/11/2011,2015,"MODEL",0
2607,1/5/2011,4/11/2011,2015,"MODEL",0
2608,1/5/2011,4/11/2011,2015,"MODEL",0
2609,1/5/2011,4/11/2011,2015,"MODEL",0
2600,1/5/2011,4/11/2011,2017,"MODEL",0.021
2601,1/5/2011,4/11/2011,2017,"MODEL",0.0273
2602,1/5/2011,4/11/2011,2017,"MODEL",0.03465
2603,1/5/2011,4/11/2011,2017,"MODEL",0.0399
2604,1/5/2011,4/11/2011,2017,"MODEL",0.0483
2605,1/5/2011,4/11/2011,2017,"MODEL",0.0588
2606,1/5/2011,4/11/2011,2017,"MODEL",0.0693
2607,1/5/2011,4/11/2011,2017,"MODEL",0.0798
2608,1/5/2011,4/11/2011,2017,"MODEL",0.0903
2609,1/5/2011,4/11/2011,2017,"MODEL",0.0945
2600,1/5/2011,4/11/2011,2019,"MODEL",0.013
2601,1/5/2011,4/11/2011,2019,"MODEL",0.0169
2602,1/5/2011,4/11/2011,2019,"MODEL",0.02145
2603,1/5/2011,4/11/2011,2019,"MODEL",0.0247
2604,1/5/2011,4/11/2011,2019,"MODEL",0.0299
2605,1/5/2011,4/11/2011,2019,"MODEL",0.0364
2606,1/5/2011,4/11/2011,2019,"MODEL",0.0429
2607,1/5/2011,4/11/2011,2019,"MODEL",0.0494
2608,1/5/2011,4/11/2011,2019,"MODEL",0.0559
2609,1/5/2011,4/11/2011,2019,"MODEL",0.0585
2600,1/5/2011,4/11/2011,2022,"MODEL",0.0078
2601,1/5/2011,4/11/2011,2022,"MODEL",0.01014
2602,1/5/2011,4/11/2011,2022,"MODEL",0.01287
2603,1/5/2011,4/11/2011,2022,"MODEL",0.01482
2604,1/5/2011,4/11/2011,2022,"MODEL",0.01794
2605,1/5/2011,4/11/2011,2022,"MODEL",0.02184
2606,1/5/2011,4/11/2011,2022,"MODEL",0.02574
2607,1/5/2011,4/11/2011,2022,"MODEL",0.02964
2608,1/5/2011,4/11/2011,2022,"MODEL",0.03354
2609,1/5/2011,4/11/2011,2022,"MODEL",0.0351
2600,1/5/2011,4/11/2011,2023,"MODEL",0.0195
2601,1/5/2011,4/11/2011,2023,"MODEL",0.02535
2602,1/5/2011,4/11/2011,2023,"MODEL",0.032175
2603,1/5/2011,4/11/2011,2023,"MODEL",0.03705
2604,1/5/2011,4/11/2011,2023,"MODEL",0.04485
2605,1/5/2011,4/11/2011,2023,"MODEL",0.0546
2606,1/5/2011,4/11/2011,2023,"MODEL",0.06435
2607,1/5/2011,4/11/2011,2023,"MODEL",0.0741
2608,1/5/2011,4/11/2011,2023,"MODEL",0.08385
2609,1/5/2011,4/11/2011,2023,"MODEL",0.08775
2600,1/5/2011,4/11/2011,2024,"MODEL",0.0235
2601,1/5/2011,4/11/2011,2024,"MODEL",0.04324
2602,1/5/2011,4/11/2011,2024,"MODEL",0.0705
2603,1/5/2011,4/11/2011,2024,"MODEL",0.08716
2604,1/5/2011,4/11/2011,2024,"MODEL",0.0968
2605,1/5/2011,4/11/2011,2024,"MODEL",0.103
2606,1/5/2011,4/11/2011,2024,"MODEL",0.0966
2607,1/5/2011,4/11/2011,2024,"MODEL",0.0748
2608,1/5/2011,4/11/2011,2024,"MODEL",0.0424
2609,1/5/2011,4/11/2011,2024,"MODEL",0.028
2600,1/5/2011,4/11/2011,2025,"MODEL",0.229421052631579
2601,1/5/2011,4/11/2011,2025,"MODEL",0.185925738248272
2602,1/5/2011,4/11/2011,2025,"MODEL",0.143259928582728
2603,1/5/2011,4/11/2011,2025,"MODEL",0.111411023893155
2604,1/5/2011,4/11/2011,2025,"MODEL",0.0727954294803818
2605,1/5/2011,4/11/2011,2025,"MODEL",0.0392
2606,1/5/2011,4/11/2011,2025,"MODEL",0.019
2607,1/5/2011,4/11/2011,2025,"MODEL",0.0052
2608,1/5/2011,4/11/2011,2025,"MODEL",0
2609,1/5/2011,4/11/2011,2025,"MODEL",0
2600,1/5/2011,4/11/2011,2028,"MODEL",0.0078
2601,1/5/2011,4/11/2011,2028,"MODEL",0.01014
2602,1/5/2011,4/11/2011,2028,"MODEL",0.01287
2603,1/5/2011,4/11/2011,2028,"MODEL",0.01482
2604,1/5/2011,4/11/2011,2028,"MODEL",0.01794
2605,1/5/2011,4/11/2011,2028,"MODEL",0.02184
2606,1/5/2011,4/11/2011,2028,"MODEL",0.02574
2607,1/5/2011,4/11/2011,2028,"MODEL",0.02964
2608,1/5/2011,4/11/2011,2028,"MODEL",0.03354
2609,1/5/2011,4/11/2011,2028,"MODEL",0.0351
2600,1/5/2011,4/11/2011,2029,"MODEL",0
2601,1/5/2011,4/11/2011,2029,"MODEL",0.012
2602,1/5/2011,4/11/2011,2029,"MODEL",0.026
2603,1/5/2011,4/11/2011,2029,"MODEL",0.036
2604,1/5/2011,4/11/2011,2029,"MODEL",0.046
2605,1/5/2011,4/11/2011,2029,"MODEL",0.05
2606,1/5/2011,4/11/2011,2029,"MODEL",0.044
2607,1/5/2011,4/11/2011,2029,"MODEL",0.04
2608,1/5/2011,4/11/2011,2029,"MODEL",0.034
2609,1/5/2011,4/11/2011,2029,"MODEL",0.03
2600,1/6/2011,4/11/2011,2010,"FIRM",0.0104
2601,1/6/2011,4/11/2011,2010,"FIRM",0.01352
2602,1/6/2011,4/11/2011,2010,"FIRM",0.01716
2603,1/6/2011,4/11/2011,2010,"FIRM",0.01976
2604,1/6/2011,4/11/2011,2010,"FIRM",0.02392
2605,1/6/2011,4/11/2011,2010,"FIRM",0.02912
2606,1/6/2011,4/11/2011,2010,"FIRM",0.03432
2607,1/6/2011,4/11/2011,2010,"FIRM",0.03952
2608,1/6/2011,4/11/2011,2010,"FIRM",0.04472
2609,1/6/2011,4/11/2011,2010,"FIRM",0.0468
2600,1/6/2011,4/11/2011,2011,"FIRM",0.049
2601,1/6/2011,4/11/2011,2011,"FIRM",0.0637
2602,1/6/2011,4/11/2011,2011,"FIRM",0.08085
2603,1/6/2011,4/11/2011,2011,"FIRM",0.0931
2604,1/6/2011,4/11/2011,2011,"FIRM",0.1127
2605,1/6/2011,4/11/2011,2011,"FIRM",0.1372
2606,1/6/2011,4/11/2011,2011,"FIRM",0.1617
2607,1/6/2011,4/11/2011,2011,"FIRM",0.1862
2608,1/6/2011,4/11/2011,2011,"FIRM",0.2107
2609,1/6/2011,4/11/2011,2011,"FIRM",0.2205
2600,1/6/2011,4/11/2011,2012,"FIRM",0.0286
2601,1/6/2011,4/11/2011,2012,"FIRM",0.03718
2602,1/6/2011,4/11/2011,2012,"FIRM",0.04719
